row  column  (images_14_017.edf P-K*images_14_017.edf Ar-K**(2.3))
43  21  5.40652e+06
43  22  1.48661e+07
43  23  1.09631e+07
43  24  5.81402e+06
43  25  6.37404e+06
43  26  5.37375e+06
43  27  5.08444e+06
43  28  3.85165e+06
43  29  5.70263e+06
43  30  6.91015e+06
43  31  2.43035e+06
43  32  2.35074e+06
43  33  4.48199e+06
43  34  2.70841e+06
43  35  6.42284e+06
43  36  6.00775e+06
43  37  0
43  38  0
43  39  735445
43  40  0
43  41  4.11864e+06
43  42  0
43  43  0
43  44  1.7529e+06
43  45  2.06141e+06
43  46  3.2113e+06
43  47  0
43  48  0
43  49  0
43  50  0
43  51  4.47176e+06
43  52  1.91116e+06
43  53  0
43  54  666988
43  55  4.47092e+06
43  56  0
43  57  5.6964e+06
43  58  0
43  59  0
43  60  3.13093e+06
43  61  0
43  62  0
43  63  1.7965e+06
43  64  4.73535e+06
43  65  0
43  66  4.94707e+06
43  67  0
43  68  0
43  69  9.787e+06
43  70  1.5549e+07
43  71  1.47913e+07
43  72  2.609e+06
43  73  4.75487e+06
43  74  2.87918e+06
43  75  0
43  76  0
43  77  0
43  78  0
43  79  0
43  80  338456
43  81  0
43  82  0
43  83  0
43  84  2.12354e+06
43  85  4.31387e+06
43  86  0
43  87  0
43  88  0
43  89  0
43  90  0
43  91  0
43  92  600212
43  93  0
43  94  0
43  95  0
43  96  0
43  97  1.16626e+07
43  98  0
43  99  3.36975e+06
43  100  4.67626e+06
44  0  0
44  1  0
44  2  0
44  3  0
44  4  0
44  5  0
44  6  43316.5
44  7  7.39316e+06
44  8  9.35153e+06
44  9  6.25989e+06
44  10  1.85381e+07
44  11  2.37528e+07
44  12  8.23845e+06
44  13  1.96146e+07
44  14  1.92315e+07
44  15  1.25604e+07
44  16  3.94154e+06
44  17  6.50488e+06
44  18  1.87249e+06
44  19  1.6044e+06
44  20  4.7391e+06
44  21  200940
44  22  6.9443e+06
44  23  5.92947e+06
44  24  2.7469e+06
44  25  1.38293e+07
44  26  5.44321e+06
44  27  2.78926e+06
44  28  3.51495e+06
44  29  6.5817e+06
44  30  6.57946e+06
44  31  4.40803e+06
44  32  0
44  33  1.48656e+06
44  34  0
44  35  0
44  36  1.12021e+06
44  37  524845
44  38  0
44  39  5.21982e+06
44  40  4.03857e+06
44  41  0
44  42  0
44  43  407419
44  44  0
44  45  1.65466e+06
44  46  0
44  47  0
44  48  1.43555e+06
44  49  0
44  50  1.69485e+06
44  51  0
44  52  831951
44  53  1.16367e+06
44  54  578291
44  55  0
44  56  0
44  57  0
44  58  0
44  59  670629
44  60  0
44  61  2.24606e+06
44  62  5.64585e+06
44  63  0
44  64  508949
44  65  0
44  66  4.57198e+06
44  67  6.64026e+06
44  68  6.00138e+06
44  69  7.47777e+06
44  70  1.33413e+07
44  71  6.327e+06
44  72  8.54036e+06
44  73  1.24158e+06
44  74  6.75611e+06
44  75  9.3895e+06
44  76  0
44  77  0
44  78  0
44  79  425646
44  80  0
44  81  0
44  82  0
44  83  0
44  84  0
44  85  0
44  86  0
44  87  0
44  88  0
44  89  0
44  90  0
44  91  0
44  92  0
44  93  0
44  94  5.16202e+06
44  95  0
44  96  0
44  97  0
44  98  0
44  99  747315
44  100  776391
45  0  0
45  1  0
45  2  0
45  3  0
45  4  0
45  5  0
45  6  4.32439e+06
45  7  1.54456e+07
45  8  1.39658e+07
45  9  1.92599e+07
45  10  2.25137e+07
45  11  1.3074e+07
45  12  3.06146e+07
45  13  1.33016e+07
45  14  1.58992e+07
45  15  1.66442e+07
45  16  8.57505e+06
45  17  7.16179e+06
45  18  1.72115e+06
45  19  5.59604e+06
45  20  3.90032e+06
45  21  0
45  22  3.48059e+06
45  23  6.2127e+06
45  24  1.00165e+06
45  25  4.13252e+06
45  26  6.20881e+06
45  27  372797
45  28  6.88935e+06
45  29  3.64192e+06
45  30  8.34515e+06
45  31  913461
45  32  4.34968e+06
45  33  5.02257e+06
45  34  0
45  35  2.52029e+06
45  36  341310
45  37  7.24597e+06
45  38  0
45  39  2.59871e+06
45  40  4.06663e+06
45  41  1.66435e+06
45  42  3.30383e+06
45  43  0
45  44  583358
45  45  1.10103e+06
45  46  0
45  47  418106
45  48  5.15352e+06
45  49  0
45  50  83792.9
45  51  0
45  52  336869
45  53  0
45  54  0
45  55  4.04657e+06
45  56  164485
45  57  0
45  58  0
45  59  0
45  60  336118
45  61  0
45  62  5.96554e+06
45  63  2.50932e+06
45  64  0
45  65  0
45  66  1.61794e+06
45  67  0
45  68  0
45  69  2.11863e+06
45  70  2.28971e+07
45  71  4.37153e+06
45  72  4.7849e+06
45  73  8.33577e+06
45  74  3.99839e+06
45  75  5.9007e+06
45  76  245380
45  77  761800
45  78  0
45  79  0
45  80  0
45  81  1.13376e+06
45  82  0
45  83  4.02928e+06
45  84  1.34259e+06
45  85  0
45  86  0
45  87  0
45  88  0
45  89  0
45  90  0
45  91  0
45  92  0
45  93  0
45  94  0
45  95  2.11871e+06
45  96  3.51118e+06
45  97  0
45  98  892755
45  99  0
45  100  0
46  0  0
46  1  0
46  2  0
46  3  646548
46  4  438695
46  5  9.33726e+06
46  6  3.5506e+06
46  7  4.38834e+06
46  8  1.43244e+07
46  9  8.26188e+06
46  10  1.66262e+07
46  11  1.4286e+07
46  12  2.04048e+07
46  13  8.6974e+06
46  14  2.66228e+07
46  15  1.7684e+07
46  16  1.43468e+07
46  17  8.43439e+06
46  18  7.18371e+06
46  19  6.02882e+06
46  20  8.57794e+06
46  21  2.22899e+06
46  22  1.49441e+06
46  23  1.98833e+06
46  24  6.45232e+06
46  25  5.83982e+06
46  26  1.98794e+06
46  27  588369
46  28  3.25018e+06
46  29  0
46  30  2.93327e+06
46  31  3.94231e+06
46  32  8.59009e+06
46  33  8.94792e+06
46  34  0
46  35  857117
46  36  0
46  37  0
46  38  8.17397e+06
46  39  4.64494e+06
46  40  0
46  41  1.49182e+06
46  42  0
46  43  1.13414e+06
46  44  0
46  45  1.96995e+06
46  46  0
46  47  586874
46  48  1.99865e+06
46  49  1.28219e+06
46  50  1.93434e+06
46  51  589718
46  52  592169
46  53  0
46  54  0
46  55  436118
46  56  67459.7
46  57  1.37732e+06
46  58  0
46  59  0
46  60  0
46  61  1.36016e+06
46  62  3.96274e+06
46  63  0
46  64  0
46  65  1.65026e+06
46  66  931327
46  67  0
46  68  0
46  69  1.51167e+07
46  70  1.32435e+07
46  71  8.89246e+06
46  72  1.2684e+06
46  73  3.66891e+06
46  74  0
46  75  4.35966e+06
46  76  0
46  77  2.51367e+06
46  78  0
46  79  0
46  80  0
46  81  0
46  82  0
46  83  3.7051e+06
46  84  0
46  85  2.14167e+06
46  86  0
46  87  1.29276e+06
46  88  461406
46  89  0
46  90  0
46  91  298105
46  92  0
46  93  0
46  94  0
46  95  0
46  96  218850
46  97  0
46  98  0
46  99  3.61175e+06
46  100  7.61254e+06
47  0  0
47  1  0
47  2  0
47  3  1.86045e+06
47  4  0
47  5  858201
47  6  1.50849e+07
47  7  6.02035e+06
47  8  1.56883e+07
47  9  5.45152e+06
47  10  1.71907e+07
47  11  2.97628e+07
47  12  3.10682e+07
47  13  2.36662e+07
47  14  1.15669e+07
47  15  1.22642e+07
47  16  1.21059e+07
47  17  1.97519e+07
47  18  8.04475e+06
47  19  5.15746e+06
47  20  4.86156e+06
47  21  1.10409e+07
47  22  5.8233e+06
47  23  5.02024e+06
47  24  3.8234e+06
47  25  0
47  26  592878
47  27  5.11613e+06
47  28  4.60329e+06
47  29  6.00562e+06
47  30  7.12486e+06
47  31  7.21374e+06
47  32  0
47  33  0
47  34  1.4375e+06
47  35  2.26333e+06
47  36  0
47  37  0
47  38  0
47  39  0
47  40  0
47  41  0
47  42  1.01794e+06
47  43  2.62939e+06
47  44  788538
47  45  0
47  46  0
47  47  0
47  48  0
47  49  846889
47  50  0
47  51  0
47  52  0
47  53  0
47  54  0
47  55  0
47  56  0
47  57  0
47  58  0
47  59  3.68163e+06
47  60  1.1519e+06
47  61  3.6428e+06
47  62  0
47  63  0
47  64  0
47  65  1.29486e+06
47  66  0
47  67  2.23357e+06
47  68  0
47  69  2.58426e+06
47  70  2.15449e+06
47  71  1.05519e+07
47  72  7.91866e+06
47  73  8.1167e+06
47  74  7.00952e+06
47  75  1.01536e+06
47  76  4.22742e+06
47  77  833281
47  78  0
47  79  0
47  80  0
47  81  0
47  82  0
47  83  0
47  84  0
47  85  0
47  86  0
47  87  0
47  88  0
47  89  0
47  90  0
47  91  0
47  92  0
47  93  437847
47  94  0
47  95  902056
47  96  1.25481e+06
47  97  7.74242e+06
47  98  0
47  99  0
47  100  0
48  0  0
48  1  0
48  2  1.80654e+06
48  3  0
48  4  7.28844e+06
48  5  2.28924e+06
48  6  8.54362e+06
48  7  2.91302e+06
48  8  8.70986e+06
48  9  6.29371e+06
48  10  2.26933e+07
48  11  1.61808e+07
48  12  2.19003e+07
48  13  1.98546e+07
48  14  9.14238e+06
48  15  1.74796e+07
48  16  7.79501e+06
48  17  9.15e+06
48  18  9.5061e+06
48  19  8.91243e+06
48  20  0
48  21  4.37947e+06
48  22  1.3574e+06
48  23  1.0645e+06
48  24  6.09494e+06
48  25  0
48  26  3.06749e+06
48  27  792193
48  28  0
48  29  8.09534e+06
48  30  3.39355e+06
48  31  7.23162e+06
48  32  4.99727e+06
48  33  356323
48  34  2.2039e+06
48  35  6.96571e+06
48  36  902460
48  37  0
48  38  5.43657e+06
48  39  1.46243e+06
48  40  0
48  41  0
48  42  2.43071e+06
48  43  0
48  44  740847
48  45  4.79304e+06
48  46  0
48  47  2.56372e+06
48  48  0
48  49  0
48  50  0
48  51  4.44987e+06
48  52  820785
48  53  1.51189e+06
48  54  1.13567e+06
48  55  0
48  56  0
48  57  1.80807e+06
48  58  2.87468e+06
48  59  0
48  60  0
48  61  0
48  62  2.28896e+06
48  63  526149
48  64  0
48  65  0
48  66  780987
48  67  0
48  68  5.0257e+06
48  69  6.12358e+06
48  70  1.3217e+07
48  71  9.30966e+06
48  72  1.56124e+07
48  73  4.13829e+06
48  74  5.53736e+06
48  75  0
48  76  0
48  77  0
48  78  0
48  79  0
48  80  0
48  81  85044.2
48  82  0
48  83  0
48  84  0
48  85  0
48  86  5.81659e+06
48  87  0
48  88  1.49243e+06
48  89  0
48  90  1.66156e+06
48  91  456028
48  92  0
48  93  1.89803e+06
48  94  1.40404e+06
48  95  825817
48  96  412207
48  97  0
48  98  1.7804e+06
48  99  1.99166e+06
48  100  0
49  0  0
49  1  0
49  2  0
49  3  0
49  4  0
49  5  3.32372e+06
49  6  1.05558e+07
49  7  1.78172e+06
49  8  1.98192e+07
49  9  2.41948e+07
49  10  1.98219e+07
49  11  1.47081e+07
49  12  1.38248e+07
49  13  1.68397e+07
49  14  1.6155e+07
49  15  1.07493e+07
49  16  7.11643e+06
49  17  1.69841e+07
49  18  1.0422e+07
49  19  1.81045e+06
49  20  1.50971e+07
49  21  5.11218e+06
49  22  2.38613e+06
49  23  1.0111e+06
49  24  5.28235e+06
49  25  2.67136e+06
49  26  2.73282e+06
49  27  6.87953e+06
49  28  692843
49  29  8.84799e+06
49  30  1.5817e+06
49  31  2.22562e+06
49  32  3.43134e+06
49  33  0
49  34  864912
49  35  1.62257e+06
49  36  3.42994e+06
49  37  0
49  38  923873
49  39  2.10832e+06
49  40  880272
49  41  1.5635e+06
49  42  2.65305e+06
49  43  4.14134e+06
49  44  1.38851e+06
49  45  0
49  46  0
49  47  0
49  48  0
49  49  0
49  50  0
49  51  0
49  52  0
49  53  0
49  54  556239
49  55  0
49  56  0
49  57  1.43112e+06
49  58  0
49  59  2.74071e+06
49  60  0
49  61  120429
49  62  179480
49  63  153891
49  64  0
49  65  0
49  66  3.47651e+06
49  67  2.78688e+06
49  68  4.08141e+06
49  69  1.2177e+07
49  70  2.21382e+07
49  71  1.60518e+07
49  72  8.91193e+06
49  73  2.64082e+06
49  74  0
49  75  1.15526e+06
49  76  0
49  77  0
49  78  3.43791e+06
49  79  2.05511e+06
49  80  0
49  81  0
49  82  0
49  83  0
49  84  0
49  85  1.67223e+06
49  86  0
49  87  1.35944e+06
49  88  475734
49  89  5.56274e+06
49  90  0
49  91  1.17206e+06
49  92  0
49  93  0
49  94  3.63641e+06
49  95  0
49  96  0
49  97  0
49  98  0
49  99  1.52083e+06
49  100  0
50  0  0
50  1  0
50  2  0
50  3  0
50  4  0
50  5  0
50  6  5.50506e+06
50  7  1.05553e+07
50  8  1.18602e+07
50  9  1.18678e+07
50  10  2.32741e+07
50  11  1.6811e+07
50  12  6.837e+06
50  13  8.70071e+06
50  14  5.44611e+06
50  15  1.41106e+07
50  16  2.03258e+07
50  17  9.69503e+06
50  18  4.97014e+06
50  19  2.00744e+07
50  20  3.30918e+06
50  21  6.22192e+06
50  22  0
50  23  4.93114e+06
50  24  3.4396e+06
50  25  4.02483e+06
50  26  4.16438e+06
50  27  790669
50  28  1.35912e+06
50  29  6.35099e+06
50  30  935721
50  31  364920
50  32  829761
50  33  6.80974e+06
50  34  658238
50  35  0
50  36  2.15345e+06
50  37  1.00508e+06
50  38  1.20825e+06
50  39  353576
50  40  877026
50  41  3.62088e+06
50  42  0
50  43  547450
50  44  570124
50  45  3.14742e+06
50  46  0
50  47  0
50  48  0
50  49  0
50  50  459802
50  51  1.45445e+06
50  52  0
50  53  2.57265e+06
50  54  0
50  55  3.05169e+06
50  56  0
50  57  389602
50  58  0
50  59  0
50  60  0
50  61  0
50  62  0
50  63  0
50  64  0
50  65  0
50  66  2.78378e+06
50  67  1.05553e+06
50  68  0
50  69  6.56033e+06
50  70  9.72054e+06
50  71  1.33869e+07
50  72  6.76706e+06
50  73  5.68967e+06
50  74  5.88581e+06
50  75  9.78011e+06
50  76  1.66527e+06
50  77  2.40151e+06
50  78  1.40625e+06
50  79  0
50  80  0
50  81  2.35898e+06
50  82  0
50  83  0
50  84  0
50  85  0
50  86  0
50  87  0
50  88  2.28266e+06
50  89  0
50  90  0
50  91  0
50  92  3.32076e+06
50  93  169815
50  94  0
50  95  0
50  96  0
50  97  0
50  98  0
50  99  0
50  100  0
51  0  0
51  1  0
51  2  0
51  3  0
51  4  3.13516e+06
51  5  2.99427e+06
51  6  4.26832e+06
51  7  1.41856e+07
51  8  1.29487e+07
51  9  1.57238e+07
51  10  2.49693e+07
51  11  7.74208e+06
51  12  1.35982e+07
51  13  1.85896e+07
51  14  1.43212e+07
51  15  1.21772e+07
51  16  9.31642e+06
51  17  6.9119e+06
51  18  1.22754e+07
51  19  3.46324e+06
51  20  0
51  21  0
51  22  0
51  23  649483
51  24  1.12723e+06
51  25  2.24566e+06
51  26  6.01806e+06
51  27  1.17497e+07
51  28  7.81969e+06
51  29  5.30358e+06
51  30  283128
51  31  0
51  32  4.59248e+06
51  33  859982
51  34  0
51  35  0
51  36  865330
51  37  0
51  38  0
51  39  1.98133e+06
51  40  3.10086e+06
51  41  0
51  42  0
51  43  2.45214e+06
51  44  0
51  45  0
51  46  0
51  47  0
51  48  691145
51  49  0
51  50  0
51  51  0
51  52  3.24544e+06
51  53  0
51  54  3.19034e+06
51  55  0
51  56  0
51  57  0
51  58  0
51  59  0
51  60  1.05104e+06
51  61  4.30294e+06
51  62  0
51  63  0
51  64  0
51  65  0
51  66  947447
51  67  0
51  68  0
51  69  1.41975e+06
51  70  1.57719e+07
51  71  1.53521e+07
51  72  9.27949e+06
51  73  2.80539e+06
51  74  3.98023e+06
51  75  0
51  76  1.33556e+06
51  77  0
51  78  5.67319e+06
51  79  2.00418e+06
51  80  0
51  81  1.12268e+06
51  82  999927
51  83  0
51  84  0
51  85  293896
51  86  301380
51  87  524032
51  88  2.89393e+06
51  89  0
51  90  0
51  91  0
51  92  1.51908e+06
51  93  0
51  94  2.1983e+06
51  95  783384
51  96  0
51  97  0
51  98  0
51  99  382667
51  100  4.39451e+06
52  0  0
52  1  0
52  2  0
52  3  0
52  4  0
52  5  2.67371e+06
52  6  2.35995e+06
52  7  1.34916e+06
52  8  7.8259e+06
52  9  6.23867e+06
52  10  1.62469e+07
52  11  1.00368e+07
52  12  1.54687e+07
52  13  1.30989e+07
52  14  1.21427e+07
52  15  2.10556e+07
52  16  1.21604e+07
52  17  3.99417e+06
52  18  1.28015e+07
52  19  5.94055e+06
52  20  3.13296e+06
52  21  5.66368e+06
52  22  691291
52  23  0
52  24  2.24477e+06
52  25  7.37165e+06
52  26  0
52  27  0
52  28  160858
52  29  5.0674e+06
52  30  1.06326e+07
52  31  4.48771e+06
52  32  1.90428e+06
52  33  7.04289e+06
52  34  0
52  35  5.73127e+06
52  36  4.38038e+06
52  37  8.43274e+06
52  38  1.5503e+06
52  39  1.49032e+06
52  40  1.19388e+06
52  41  0
52  42  0
52  43  1.47751e+06
52  44  0
52  45  0
52  46  1.10403e+06
52  47  0
52  48  1.56099e+06
52  49  0
52  50  0
52  51  0
52  52  3.64148e+06
52  53  0
52  54  0
52  55  0
52  56  2.53528e+06
52  57  5.1571e+06
52  58  2.6018e+06
52  59  0
52  60  0
52  61  0
52  62  0
52  63  0
52  64  0
52  65  0
52  66  2.23736e+06
52  67  1.78883e+06
52  68  5.85023e+06
52  69  5.41025e+06
52  70  7.89148e+06
52  71  1.79501e+06
52  72  1.32027e+07
52  73  0
52  74  3.676e+06
52  75  1.29332e+06
52  76  1.7376e+06
52  77  0
52  78  5.07887e+06
52  79  0
52  80  2.36366e+06
52  81  0
52  82  3.50278e+06
52  83  0
52  84  0
52  85  6.36958e+06
52  86  1.78163e+06
52  87  148659
52  88  0
52  89  0
52  90  225930
52  91  62935.4
52  92  0
52  93  0
52  94  1.35015e+06
52  95  839345
52  96  0
52  97  3.51992e+06
52  98  622171
52  99  905202
52  100  2.63414e+06
53  0  2.62043e+06
53  1  0
53  2  1.71365e+06
53  3  0
53  4  2.74693e+06
53  5  2.01282e+06
53  6  4.90956e+06
53  7  6.17712e+06
53  8  5.63204e+06
53  9  1.15421e+07
53  10  2.5387e+06
53  11  8.08687e+06
53  12  1.71453e+07
53  13  4.67255e+06
53  14  9.28232e+06
53  15  1.16915e+07
53  16  8.18862e+06
53  17  1.59554e+06
53  18  0
53  19  2.48381e+06
53  20  3.98661e+06
53  21  887769
53  22  0
53  23  232696
53  24  1.80766e+06
53  25  5.37285e+06
53  26  6.64124e+06
53  27  0
53  28  1.65827e+06
53  29  740062
53  30  6.43794e+06
53  31  6.20406e+06
53  32  1.43028e+06
53  33  5.00458e+06
53  34  6.48053e+06
53  35  3.90534e+06
53  36  489587
53  37  0
53  38  2.35822e+06
53  39  5.66237e+06
53  40  3.03002e+06
53  41  264100
53  42  0
53  43  8.14885e+06
53  44  0
53  45  0
53  46  3.58571e+06
53  47  0
53  48  0
53  49  0
53  50  4.53808e+06
53  51  4.84268e+06
53  52  0
53  53  0
53  54  0
53  55  8.40314e+06
53  56  931624
53  57  2.05849e+06
53  58  2.27925e+06
53  59  4.93881e+06
53  60  1.40046e+06
53  61  0
53  62  0
53  63  0
53  64  0
53  65  0
53  66  0
53  67  2.34487e+06
53  68  0
53  69  2.90157e+06
53  70  2.08002e+06
53  71  1.1208e+07
53  72  1.33477e+06
53  73  5.66761e+06
53  74  0
53  75  1.36578e+06
53  76  0
53  77  0
53  78  0
53  79  0
53  80  1.48022e+06
53  81  120599
53  82  0
53  83  2.24906e+06
53  84  0
53  85  604906
53  86  2.18051e+06
53  87  0
53  88  1.68256e+06
53  89  1.38645e+06
53  90  3.44769e+06
53  91  0
53  92  0
53  93  0
53  94  0
53  95  0
53  96  0
53  97  3.95745e+06
53  98  7.42517e+06
53  99  2.62799e+06
53  100  1.88307e+06
54  0  0
54  1  3.12296e+06
54  2  0
54  3  0
54  4  0
54  5  4.74928e+06
54  6  5.1158e+06
54  7  1.19771e+07
54  8  7.2307e+06
54  9  1.4259e+07
54  10  1.64998e+07
54  11  8.51792e+06
54  12  1.76559e+07
54  13  2.16575e+07
54  14  5.51372e+06
54  15  1.0244e+07
54  16  9.12731e+06
54  17  1.13664e+07
54  18  4.84309e+06
54  19  921952
54  20  4.62817e+06
54  21  438676
54  22  1.31684e+06
54  23  0
54  24  1.13893e+06
54  25  0
54  26  4.71216e+06
54  27  3.59928e+06
54  28  0
54  29  159582
54  30  1.88553e+06
54  31  0
54  32  5.98654e+06
54  33  0
54  34  3.65148e+06
54  35  1.49613e+06
54  36  0
54  37  1.71192e+06
54  38  818401
54  39  3.52741e+06
54  40  883763
54  41  3.6901e+06
54  42  2.20995e+06
54  43  1.31096e+06
54  44  0
54  45  0
54  46  37725.1
54  47  1.99496e+06
54  48  0
54  49  1.51619e+06
54  50  0
54  51  0
54  52  0
54  53  4.39398e+06
54  54  0
54  55  4.01385e+06
54  56  0
54  57  0
54  58  2.50704e+06
54  59  6.89703e+06
54  60  0
54  61  0
54  62  0
54  63  0
54  64  0
54  65  1.20369e+06
54  66  0
54  67  0
54  68  4.2123e+06
54  69  7.80837e+06
54  70  1.18035e+07
54  71  1.33048e+07
54  72  8.63593e+06
54  73  3.62899e+06
54  74  8.95141e+06
54  75  1.2009e+06
54  76  0
54  77  3.9448e+06
54  78  3.80496e+06
54  79  0
54  80  0
54  81  0
54  82  0
54  83  1.21897e+06
54  84  0
54  85  0
54  86  0
54  87  0
54  88  0
54  89  0
54  90  0
54  91  3.09131e+06
54  92  0
54  93  0
54  94  0
54  95  682287
54  96  8.27573e+06
54  97  0
54  98  0
54  99  1.5585e+06
54  100  1.77418e+06
55  0  0
55  1  2.94645e+06
55  2  0
55  3  0
55  4  0
55  5  3.16655e+06
55  6  4.5984e+06
55  7  6.4785e+06
55  8  8.62564e+06
55  9  3.67761e+06
55  10  1.04626e+07
55  11  1.35127e+07
55  12  1.34184e+07
55  13  1.66019e+07
55  14  9.56247e+06
55  15  1.57722e+07
55  16  1.94707e+07
55  17  5.98038e+06
55  18  9.35038e+06
55  19  1.42225e+06
55  20  4.36475e+06
55  21  2.48267e+06
55  22  0
55  23  0
55  24  1.90799e+06
55  25  0
55  26  2.44784e+06
55  27  2.93787e+06
55  28  2.09375e+06
55  29  6.67994e+06
55  30  6.01801e+06
55  31  0
55  32  0
55  33  0
55  34  0
55  35  2.63357e+06
55  36  1.65889e+06
55  37  0
55  38  4.01351e+06
55  39  0
55  40  0
55  41  2.65467e+06
55  42  2.47327e+06
55  43  0
55  44  1.10174e+06
55  45  0
55  46  0
55  47  0
55  48  0
55  49  1.60847e+06
55  50  1.44311e+06
55  51  0
55  52  967490
55  53  0
55  54  5.06759e+06
55  55  1.4072e+06
55  56  0
55  57  954421
55  58  2.17272e+06
55  59  0
55  60  652125
55  61  1.66349e+06
55  62  99401.4
55  63  0
55  64  0
55  65  0
55  66  19373.7
55  67  0
55  68  0
55  69  0
55  70  6.52236e+06
55  71  1.0036e+07
55  72  7.55676e+06
55  73  1.38788e+07
55  74  855580
55  75  3.18438e+06
55  76  463732
55  77  0
55  78  0
55  79  4.03495e+06
55  80  0
55  81  0
55  82  0
55  83  167826
55  84  0
55  85  0
55  86  0
55  87  2.83762e+06
55  88  0
55  89  0
55  90  1.28951e+06
55  91  671075
55  92  0
55  93  980366
55  94  0
55  95  0
55  96  0
55  97  1.51886e+06
55  98  0
55  99  2.71153e+06
55  100  8.71282e+06
56  0  0
56  1  0
56  2  0
56  3  0
56  4  789517
56  5  5.11965e+06
56  6  4.24573e+06
56  7  8.91727e+06
56  8  5.12641e+06
56  9  1.6549e+07
56  10  1.11435e+07
56  11  1.08077e+07
56  12  1.59901e+07
56  13  1.28992e+07
56  14  2.7008e+07
56  15  8.36052e+06
56  16  9.23815e+06
56  17  8.08159e+06
56  18  4.54917e+06
56  19  5.70855e+06
56  20  3.78827e+06
56  21  0
56  22  2.05362e+06
56  23  1.78523e+06
56  24  0
56  25  0
56  26  0
56  27  1.49377e+07
56  28  0
56  29  0
56  30  0
56  31  0
56  32  2.77309e+06
56  33  2.22855e+06
56  34  0
56  35  969680
56  36  10316
56  37  855360
56  38  0
56  39  177978
56  40  6.43044e+06
56  41  6.37536e+06
56  42  0
56  43  1.88892e+06
56  44  0
56  45  528268
56  46  0
56  47  1.20371e+06
56  48  0
56  49  943319
56  50  0
56  51  3.42382e+06
56  52  2.45155e+06
56  53  4.85927e+06
56  54  5.99282e+06
56  55  2.18106e+06
56  56  0
56  57  1.89248e+06
56  58  0
56  59  0
56  60  2.81676e+06
56  61  0
56  62  0
56  63  7.73907e+06
56  64  873912
56  65  0
56  66  659023
56  67  3.41952e+06
56  68  3.30046e+06
56  69  4.88153e+06
56  70  1.45884e+07
56  71  1.17574e+07
56  72  1.31577e+07
56  73  4.28501e+06
56  74  0
56  75  5.11396e+06
56  76  3.06439e+06
56  77  261527
56  78  0
56  79  0
56  80  115168
56  81  1.31132e+06
56  82  0
56  83  0
56  84  4.09122e+06
56  85  0
56  86  2.52507e+06
56  87  0
56  88  0
56  89  5.96177e+06
56  90  0
56  91  1.52814e+06
56  92  0
56  93  0
56  94  1.581e+06
56  95  0
56  96  3.91062e+06
56  97  3.92994e+06
56  98  0
56  99  0
56  100  7.38133e+06
57  0  0
57  1  6.92034e+06
57  2  833773
57  3  0
57  4  3.80479e+06
57  5  1.39311e+06
57  6  42233
57  7  7.841e+06
57  8  6.00909e+06
57  9  1.62226e+07
57  10  2.13749e+07
57  11  1.19847e+07
57  12  1.80332e+07
57  13  2.1574e+07
57  14  1.52189e+07
57  15  6.48573e+06
57  16  7.07837e+06
57  17  8.75668e+06
57  18  3.28545e+06
57  19  6.3416e+06
57  20  890832
57  21  1.76512e+06
57  22  1.47658e+06
57  23  242661
57  24  0
57  25  3.38047e+06
57  26  0
57  27  1.61647e+06
57  28  3.37988e+06
57  29  0
57  30  8.40637e+06
57  31  8.63646e+06
57  32  0
57  33  3.54585e+06
57  34  3.67139e+06
57  35  1.16915e+07
57  36  5.97556e+06
57  37  8.11628e+06
57  38  4.23411e+06
57  39  2.25189e+06
57  40  0
57  41  0
57  42  0
57  43  0
57  44  0
57  45  0
57  46  0
57  47  0
57  48  0
57  49  0
57  50  0
57  51  3.61607e+06
57  52  0
57  53  1.12264e+06
57  54  6.79764e+06
57  55  2.57722e+06
57  56  2.77521e+06
57  57  1.23445e+06
57  58  0
57  59  4.80581e+06
57  60  0
57  61  0
57  62  5.63572e+06
57  63  2.69325e+06
57  64  3.45956e+06
57  65  1.44882e+06
57  66  0
57  67  1.18193e+06
57  68  8.98315e+06
57  69  0
57  70  9.24844e+06
57  71  1.1099e+07
57  72  9.82848e+06
57  73  6.16734e+06
57  74  5.71959e+06
57  75  6.81661e+06
57  76  4.55615e+06
57  77  0
57  78  2.50768e+06
57  79  2.23771e+06
57  80  1.63714e+06
57  81  2.79789e+06
57  82  0
57  83  0
57  84  690017
57  85  0
57  86  0
57  87  0
57  88  0
57  89  0
57  90  0
57  91  0
57  92  0
57  93  3.72697e+06
57  94  4.99224e+06
57  95  132167
57  96  2.15098e+06
57  97  0
57  98  1.66062e+06
57  99  2.97487e+06
57  100  505870
58  0  0
58  1  299404
58  2  0
58  3  144433
58  4  0
58  5  1.33003e+06
58  6  3.15954e+06
58  7  5.55167e+06
58  8  4.20566e+06
58  9  1.49455e+07
58  10  1.42346e+07
58  11  1.37255e+07
58  12  2.35767e+07
58  13  5.24239e+06
58  14  5.1027e+06
58  15  1.50221e+07
58  16  7.86722e+06
58  17  2.06564e+06
58  18  0
58  19  3.24409e+06
58  20  0
58  21  9.98466e+06
58  22  0
58  23  0
58  24  0
58  25  7.78856e+06
58  26  0
58  27  2.07222e+06
58  28  0
58  29  7.74752e+06
58  30  6.1985e+06
58  31  0
58  32  5.00446e+06
58  33  595633
58  34  0
58  35  1.32651e+06
58  36  3.24829e+06
58  37  1.39351e+06
58  38  660885
58  39  0
